id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
505	Pahari (Poonch)	phr	paha1251	3	11	1	Khan, Abdul Qadir. 2013. A Preliminary Study of Pahari and Its Sound System. The Criterion. An International Journal in English 4.1–20.	Retroflex stops are presumably reported as alveolars. The presence of low-tone syllables is reported, but no phonemic analysis is given.	0	34.112529	73.498058		Pahari-Pothwari	0
506	Western Pahari (Kvar)			3	11	1	Jouanne, Thomas. 2014. A Preliminary Analysis of the Phonological System of the Western Pahāṛī Language of Kvār. University of Oslo MA thesis.	Presence of diphthongs is acknowledged, but no list is given; /w/ and /j/ are treated as parts of diphthongs. Presence of lexical tones is hypothesised. No words consisting of a single non-diphthongoid vowel were recorded.	0	31.213737	78.092044		Kvari	0
507	Bhadarwahi	bhd	bhad1241	3	11	1	Dwivedi, Amitabh Vikram. 2015. Bhadarwahi: A Typological Sketch. Acta Linguistica Asiatica 5.125–148. doi:10.4312/ala.5.1.125–148.	The inventory of nasal vowels and initial clusters may be incomplete. The status of vowel sequences is not analysed.	0	32.98153	75.711032			0
508	Kinnauri	kjo	hari1246	3	11	1	Kumar, Ajesh; and Saramma Bezily. 2015. Kinnauri Pahari: phonemic summary. KMLSM & NLCI.	Some voiceless aspirated stops vary freely with fricatives, particularly in non-initial environments. /dz/ is mostly realized as /z/.	0	31.563149	78.418467			0
509	Sinhala	sin	sinh1246	3	11	1	Chandralal, Dileep. 2010. Sinhala. Amsterdam ; Philadelphia: John Benjamins.	Q = obstruent. /f/ and /əː/ are found only in English loans; /ʃ/, with one exception, also appears in loans, mostly from Sanskrit. /p/ is often substituted for /f/; /s/ is sometimes substituted for /ʃ/. An indication is given that geminated intervocalic consonants may be phonemic, but no supporting evidence is provided. Prenasalised stops are distinctive intervocalically: taⁿbə ‘copper’ vs. tambə ‘boil’. Initial clusters are found in borrowed words, but they tend to be broken up or prothesised. “However, the nasal plus stop (voiced or voiceless) clusters do not appear simplified” (p. 34). “Although some provincial dialects have distinctive tone patterns, the functional load of the overall accent is insignificant” (p. 37).	0	6.93614	79.925136		Sinhalese	0
510	Siraiki	skr	sera1259	3	11	1	Shackle, Christopher. 1976. The Siraiki languages of central Pakistan. A reference grammar. London: School of Oriental and African Studies.	/ɪʌ/ occurs in loans. Triphthongs were analysed as combinations of diphthongs and simple vowels. The inventory of diphthongs may be incomplete. “There is a weak homorganic nasal glide after nasalised peripheral [a, e, æ, i, u, o] vowels and before plosives” (p. 17). Nasalised dipthongs are nasalised throughout. /ɽ̃/ is phonemically treated as /ɳ/, but is described as a nasalised flap phonetically. sC initial clusters appear in loans. “The tonic syllable is distinguished principally by length from its neighbours, either by the lengthening of peripheral vowels or by the gemination of consonants following centralised vowels” (p. 28).	0	30.185166	71.483736		Saraiki	0
511	Awadhi	awa	awad1243	3	11	1	Kogan, A.I. 2011. Awadhi jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 105–119. Moskva: Academia.	/i̥, u̥, e̥/ are “murmured”.	0	27.774827	80.395996			0
512	Braj	bra	braj1242	3	11	1	Kogan, A.I. 2011. Bradzh jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 119–131. Moskva: Academia.	/ɽ/ is listed in parentheses in the phonemic table without any comments.	0	27.32639	77.818858			0
513	Banjari	lmn	lamb1269	3	11	1	Krasa, D. 2011. Bandzhari/lambadi jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 139–164. Moskva: Academia.	The speakers of Banjari enjoy a very wide geographic distribution across India, which makes any chosen reference geographical point rather uninformative. The majority of Banjari speakers live in Andhra-Pradesh. Some local varieties have /ai, aĩ, ə, eːː, oːː/. “Most frequent” syllabic templates are V, VC, CV, and CVC. /q, ɣ, χ, z, f/ are found in Arabo-Persian loans.	0	15.793979	77.13871		Lambadi	0
514	Domaaki	dmk	doma1260	3	11	1	Vajnraih, M. 2011. Domaaki jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 165–194. Moskva: Academia.	The Doom came to their present area 200–300 years ago from Northern India. Phonemic status of vowel length has not been established. A diphthong /au/ may also be part of the inventory. /ʐʲ/ is mostly found in Burushaski borrowings. There are grammatical tonal alternations, but no examples of lexical distinctions are given.	0	36.313273	74.655221			0
515	Bangani		bang1335	3	11	1	Tsoller, K.P. 2011. Bangani jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 219-262. Moskva: Academia.	Phonemic status of vowel length is not settled. Aspirated voiced stops are found only in archaic poetic language. /pʰ/ is sometimes realised as /f/. Bangani is a tonal language, but no details as to the number and properties of tones are provided.	0	30.324788	78.033959			0
516	Bote	bmj	bote1238	3	11	1	Prasajn, B.; T. Poudel; and J.P. Jadav. 2011. Bote jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 282–291. Moskva: Academia.	The phonemic status of diphthongs is not settled.	0	27.5126	84.337548		Bote-Majhi	0
517	Danuwar	dhw	koch1253	3	11	1	Bhandari, Bh.; G. Bandzhade.; and J.P. Yadav. 2011. Danuvar jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 282–291. Moskva: Academia.	The source states that the described variety is spoken in the village Kvar (Квар), which we could not locate. Glottolog coordinates are adopted. Nasalised vowels are mostly found in borrowings. Phonemic /ʈ, ʈʰ/ are found in Nepali borrowings but are in free variation with dentals in native vocabulary. Suprasegmental phenomena in Dunwar have not been investigated.	0	27.09	85.91		Danuwar Rai	0
518	Darai	dry	dara1250	3	11	1	Dhakal, D.N.; and J.P. Yadav. 2011. Darai jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 282–291. Moskva: Academia.		0	27.685683	84.19279			0
519	Kumal	kra	kumh1238	3	11	1	Gautam, Bh.L.; K.P. Paradzhuli.; and J.P. Yadav. 2011. Kumal jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 305–310. Moskva: Academia.		0	27.797374	83.805003		Kumhali	0
520	Magahi	mag	maga1260	3	11	1	Varma, Sh. 2011. Magahi jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 351–367. Moskva: Academia.		0	25.136831	85.355063		Magadhi	0
521	Hindko (Northern)	hno	nort2662	3	11	1	Rehman, H.; and M.A. Robinson. 2011. Hindko jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 527–537. Moskva: Academia.	Long variants of /ɐ, ɑ/ are not listed in the table but in the text it is said that all vowels except /o/ have long variants.	0	34.237622	73.229098			0
522	Saurashtra	saz	saur1248	3	11	1	Smit, Ya.R. 2011. Saurashtra jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 584–595. Moskva: Academia.	/f, æ/ are found in English borrowings.	0	9.93117	78.124027			0
523	Lomavren	rmi	loma1235	3	11	1	Voskanjan, V.S. 2011. Lomavren jazyk. Novyje indoarijskije jazyki, ed. by T.I. Oranskaya, Yu.V. Mazurova, A.A. Kibrik, L.I. Kulikov, and A.Yu. Rusakov, 811–818. Moskva: Academia.	Syllabic structure has not been investigated.	0	40.947831	43.574692			0
524	Wadiyari	kxp	wadi1248	3	11	1	Zubair, Saeed. 2016. A Phonological Description of Wadiyari, a Language Spokenin Pakistan. Chiang Mai: Payap University MA thesis.	Only male speakers were recruited for the study. /f/ is found in loanwords from Sindhi, Urdu, and English.	0	25.320446	68.975611		Wadiyara Koli	0
525	Afghanistan Arabic		afgh1238	17	112	1	Ingham, Bruce. 2006. Afghanistan Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 1. Brill: Leiden; Boston. 28–35.	"The coordinates are highly uncertain and reference what is presumably another Arabic-speaking village in the same region (Yakhdan instead of Xoshalabad). The true coordinates will hopefully become available when the Linguistic Atlas of Afghanistan (https://www.philology.no/ala) is finally published. /v/ alternates with /ʋ/. /ʁ/ is sometimes pronounced as /ɢ/ when word initial. In the table, ""voiced uvular plosive"" is denoted by ""q"". /ts/ is sometimes found as a reflex of /tˤ/, which has mostly turned into /t/."	0	35.731032	68.333712			0
526	Baghdad Arabic (Muslim)	ayp	 nort3142	17	112	1	Abu-Haidar, Farida. 2006. Baghdad Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 1. Brill: Leiden; Boston. 222–231.	"Interdentals /θ ð/ and /ʔ/ are retained in borrowings from Standard Arabic. /p v/ occur in loans. /eː/ is sometimes realised as /ie/, which is ""more common in the speech of women and men of rural origin"". Etymological /aj aw/ were contracted to /eː oː/; status of new diphthongoidal combinations is uncertain."	0	33.311034	44.390918			0
527	Gulf Arabic (Al-Ahsa)	afb	alha1242	17	112	1	Prochazka, Theodore, Jr. 1988. The spoken Arabic of Abū Thōr in Al-Ḥasa. Zeitschrift für Arabische Linguistik. 18. 59–76.	"""The vowel _i_ is realized most often as  shwa [ə], sometimes is [u] in the vicinity of labial consonants"" (p. 60)."	0	25.413461	49.720575			0
528	Omani Arabic (Northern)	acx	oman1239	17	112	1	Eades, Domenyk. 2009. Enam Al-Wer and Rudolf de Jong (eds.) Arabic Dialectology. In honour of Clive Holes on the Occasion of his Sixtieth Birthday. Brill: Leiden; Boston. 77–98.	The palatal plosive /ɟ/ is in free variation with [dʒ] (etymological variant), which is especially common after nasals. In most neighbouring (sedentary) dialects, it was replaced with /g/. [u] is user to break final clusters with /r/.	0	22.920247	57.790937		Shawawi Arabic	0
529	Bahraini Arabic (Shi'a)	abv	baha1259	17	112	1	Prochazka, Theodore. 1981. The Šīˁī dialects of Bahrain and their relationship to the Eastern Arabian dialect of Muḥarraq and the Oman dialect of al-Ristāq. Zeitschrift für Arabische Linguistik 6. 16–55.		0	26.218051	50.46517			0
530	San’ani Arabic	ayn	sana1295	17	112	1	Watson, Janet C.E. 2002. The phonology and morphology of Arabic. Oxford University Press.	/lˤ/ is found only in the word 'God' and derivatives.	0	15.330718	44.207134			0
531	Dhofari Arabic	adf	dhof1235	17	112	1	Davey, Richard J. 2013. Coastal Dhofārī Arabic: a sketch grammar. MA thesis. University of Manchester.	/ʒ lˤ/ are marginal. The latter is only found in the word for God. Historical diphthongs /aj aw/ can appear in formal speech.	0	17.039944	54.115514			0
532	Palestinian Arabic (Rural)	ajp	sout3123	17	112	1	Shahin, Kimary N. 2008. Palestinian Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 3. Brill: Leiden; Boston. 526–538.	A – approximant	0	31.968586	35.361649			0
533	Beirut Arabic	apc	sunn1238	17	112	1	Naïm, Samia. 2006. Beirut Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 1. Brill: Leiden; Boston. 274–286.	Initial homorganic clusters assimilated to geminated consonants with an ultra-short prothetic vowel. In final position, two-consonant clusters are split with an /ᵊ/  before a pause.	0	33.889285	35.496557			0
534	Meccan Arabic	acw	hija1235	17	112	1	Abu-Mansour, Mahasen Hasan. 2008. Meccan Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 3. Brill: Leiden; Boston. 179–187.	Word-final clusters are split by an epenthetic vowel when they do not obey the sonority-hierarchy principle. The only minimal pair for /lˤ/ is walˤlˤa 'by God' vs walla 'or else'.	0	21.408913	39.852967			0
535	Cypriot Maronite Arabic	acy	cypr1248	17	112	1	Borg, Alexander. 2006. Cypriot Maronite Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 1. Brill: Leiden; Boston. 536–543.		0	35.339044	33.004077			0
536	Negev Arabic	avl	sout3112	17	112	1	Henkin, Roni. 2008. Negev Arabic. Kees Versteegh (ed.), Encyclopedia of Arabic Language and Linguistics. Vol. 3. Brill: Leiden; Boston. 360–369.	"N -- sonorant. Initial NC clusters obtain a prothetic vowel. Word-final CC clusters are usually broken up. Diphthongs are stable only in the speech of the older generation. A rare note on mutual intelligibility: ""Today it is an isolated, peripheral minority dialect, not spoken and barely understood elsewhere within the contemporary political boundaries."""	0	31.385707	34.758468			0
